rand,1,0.2,5,1,2,5,3,0,0.9911,0.9919,1.0443,3,10000
rand,1,0.2,5,1,2,5,5,0,0.9911,0.9919,1.0443,3,10000
rand,1,0.2,5,1,2,10,3,0,1.3387,1.3387,1.3387,3,10000
rand,1,0.2,5,1,2,10,5,0,1.3387,1.3387,1.3387,3,10000
rand,1,0.2,10,1,2,5,3,0,0.5197,0.5199,0.8288,3,10000
rand,1,0.2,10,1,2,5,5,0,0.5197,0.5199,0.8288,3,10000
rand,1,0.2,10,1,2,10,3,0,0.7135,0.7136,0.8852,3,10000
rand,1,0.2,10,1,2,10,5,0,0.7135,0.7136,0.8852,3,10000
rand,1,0.2,20,1,2,5,3,0,0.2648,0.2653,0.8635,3,10000
rand,1,0.2,20,1,2,5,5,0,0.2648,0.2653,0.8635,3,10000
rand,1,0.2,20,1,2,10,3,0,0.3643,0.3646,0.8669,3,10000
rand,1,0.2,20,1,2,10,5,0,0.3643,0.3646,0.8669,3,10000
rand,1,0.5,5,1,2,5,3,0,0.814,0.8144,1.0651,3,10000
rand,1,0.5,5,1,2,5,5,0,0.814,0.8144,1.0651,3,10000
rand,1,0.5,5,1,2,10,3,0,1.0085,1.0085,1.112,3,10000
rand,1,0.5,5,1,2,10,5,0,1.0085,1.0085,1.112,3,10000
rand,1,0.5,10,1,2,5,3,0,0.4271,0.4273,1.0025,3,10000
rand,1,0.5,10,1,2,5,5,0,0.4271,0.4273,1.0025,3,10000
rand,1,0.5,10,1,2,10,3,0,0.5302,0.5306,1.0049,3,10000
rand,1,0.5,10,1,2,10,5,0,0.5302,0.5306,1.0049,3,10000
rand,1,0.5,20,1,2,5,3,0,0.2204,0.2238,1.001,3,10000
rand,1,0.5,20,1,2,5,5,0,0.2204,0.2238,1.001,3,10000
rand,1,0.5,20,1,2,10,3,0,0.2722,0.2722,1.001,3,10000
rand,1,0.5,20,1,2,10,5,0,0.2722,0.2722,1.001,3,10000
rand,2,0.2,5,1,2,5,3,0,1.664,1.664,1.8311,3,10000
rand,2,0.2,5,1,2,5,5,0,1.6651,1.6652,1.8303,3,10000
rand,2,0.2,5,1,2,10,3,0,2.2834,2.2863,2.3125,3,10000
rand,2,0.2,5,1,2,10,5,0,2.2841,2.2847,2.3102,3,10000
rand,2,0.2,10,1,2,5,3,0,0.9259,0.9259,1.5568,3,10000
rand,2,0.2,10,1,2,5,5,0,0.9243,0.9243,1.5568,3,10000
rand,2,0.2,10,1,2,10,3,0,1.2647,1.2653,1.6232,3,10000
rand,2,0.2,10,1,2,10,5,0,1.2635,1.2635,1.6225,3,10000
rand,2,0.2,20,1,2,5,3,0,0.4996,0.4996,1.7142,3,10000
rand,2,0.2,20,1,2,5,5,0,0.4987,0.4987,1.7144,3,10000
rand,2,0.2,20,1,2,10,3,0,0.6848,0.6848,1.7174,3,10000
rand,2,0.2,20,1,2,10,5,0,0.6842,0.6842,1.7164,3,10000
rand,2,0.5,5,1,2,5,3,0,1.3818,1.3852,2.0157,3,10000
rand,2,0.5,5,1,2,5,5,0,1.3824,1.3824,2.0154,3,10000
rand,2,0.5,5,1,2,10,3,0,1.6866,1.6912,2.0619,3,10000
rand,2,0.5,5,1,2,10,5,0,1.6865,1.6865,2.0631,3,10000
rand,2,0.5,10,1,2,5,3,0,0.7831,0.7831,1.9886,3,10000
rand,2,0.5,10,1,2,5,5,0,0.7831,0.7831,1.9879,3,10000
rand,2,0.5,10,1,2,10,3,0,0.9678,0.9678,1.9893,3,10000
rand,2,0.5,10,1,2,10,5,0,0.9675,0.9675,1.9893,3,10000
rand,2,0.5,20,1,2,5,3,0,0.4222,0.4254,1.9968,3,10000
rand,2,0.5,20,1,2,5,5,0,0.4216,0.4216,1.9966,3,10000
rand,2,0.5,20,1,2,10,3,0,0.525,0.525,1.9966,3,10000
rand,2,0.5,20,1,2,10,5,0,0.5313,0.5313,1.9965,3,10000
rand,5,0.2,5,1,2,5,3,0,3.2183,3.2189,3.6156,3,20000
rand,5,0.2,5,1,2,5,5,0,3.2174,3.2174,3.6206,3,20000
rand,5,0.2,5,1,2,10,3,0,4.3963,4.3963,4.5713,3,20000
rand,5,0.2,5,1,2,10,5,0,4.3933,4.3933,4.5761,3,20000
rand,5,0.2,10,1,2,5,3,0,1.951,1.951,3.5243,3,20000
rand,5,0.2,10,1,2,5,5,0,1.9449,1.9449,3.5212,3,20000
rand,5,0.2,10,1,2,10,3,0,2.4934,2.4934,3.5767,3,20000
rand,5,0.2,10,1,2,10,5,0,2.4938,2.4982,3.5786,3,20000
rand,5,0.2,20,1,2,5,3,0,1.17,1.17,4.2273,3,20000
rand,5,0.2,20,1,2,5,5,0,1.1443,1.1443,4.2268,3,20000
rand,5,0.2,20,1,2,10,3,0,1.5817,1.5817,4.2295,3,20000
rand,5,0.2,20,1,2,10,5,0,1.5404,1.5404,4.2267,3,20000
rand,5,0.5,5,1,2,5,3,0,2.627,2.627,4.462,3,20000
rand,5,0.5,5,1,2,5,5,0,2.6206,2.6206,4.4638,3,20000
rand,5,0.5,5,1,2,10,3,0,3.1267,3.1267,4.4942,3,20000
rand,5,0.5,5,1,2,10,5,0,3.1251,3.1251,4.494,3,20000
rand,5,0.5,10,1,2,5,3,0,1.6888,1.6888,4.8551,3,20000
rand,5,0.5,10,1,2,5,5,0,1.6683,1.6683,4.8565,3,20000
rand,5,0.5,10,1,2,10,3,0,2.0612,2.0612,4.8567,3,20000
rand,5,0.5,10,1,2,10,5,0,2.0115,2.0115,4.8562,3,20000
rand,5,0.5,20,1,2,5,3,0,0.9761,0.9761,4.9634,3,20000
rand,5,0.5,20,1,2,5,5,0,0.9687,0.9687,4.9636,3,20000
rand,5,0.5,20,1,2,10,3,0,1.2671,1.2671,4.9629,3,20000
rand,5,0.5,20,1,2,10,5,0,1.213,1.213,4.9629,3,20000
rand,10,0.2,5,1,2,5,3,0,5.1909,5.1909,6.1435,3,80000
rand,10,0.2,5,1,2,5,5,0,5.1553,5.1553,5.794,3,80000
rand,10,0.2,5,1,2,10,3,0,6.9921,7.0013,8.9511,3,80000
rand,10,0.2,5,1,2,10,5,0,6.9875,6.9895,7.7425,3,80000
rand,10,0.2,10,1,2,5,3,0,3.5359,3.5359,6.4967,3,80000
rand,10,0.2,10,1,2,5,5,0,3.28,3.28,6.5036,3,80000
rand,10,0.2,10,1,2,10,3,0,4.014,4.014,6.5187,3,80000
rand,10,0.2,10,1,2,10,5,0,3.9779,3.9779,6.5488,3,80000
rand,10,0.2,20,1,2,5,3,0,2.1495,2.1495,8.3634,3,80000
rand,10,0.2,20,1,2,5,5,0,2.0872,2.0872,8.3553,3,80000
rand,10,0.2,20,1,2,10,3,0,2.7862,2.7862,8.3593,3,80000
rand,10,0.2,20,1,2,10,5,0,2.6462,2.6462,8.3588,3,80000
rand,10,0.5,5,1,2,5,3,0,4.1898,4.1898,6.542,3,80000
rand,10,0.5,5,1,2,5,5,0,4.1765,4.1765,7.3847,3,40000
rand,10,0.5,5,1,2,10,3,0,4.9664,4.9664,6.9078,3,40000
rand,10,0.5,5,1,2,10,5,0,4.9146,4.9146,7.4632,3,40000
rand,10,0.5,10,1,2,5,3,0,2.9182,2.9182,9.2736,3,40000
rand,10,0.5,10,1,2,5,5,0,2.8654,2.8654,9.2865,3,40000
rand,10,0.5,10,1,2,10,3,0,3.5546,3.5546,9.2723,3,40000
rand,10,0.5,10,1,2,10,5,0,3.3179,3.3179,9.2854,3,40000
rand,10,0.5,20,1,2,5,3,0,2.0414,2.0414,9.8209,3,40000
rand,10,0.5,20,1,2,5,5,0,1.9064,1.9064,9.8226,3,40000
rand,10,0.5,20,1,2,10,3,0,2.3453,2.3453,9.8231,3,40000
rand,10,0.5,20,1,2,10,5,0,2.2439,2.2439,9.8226,3,40000
rand,30,0.2,5,1,2,5,3,0,31.115,31.115,34.154,3,120000
rand,30,0.2,5,1,2,5,5,0,24.043,24.043,31.019,3,120000
rand,30,0.2,5,1,2,10,3,0,55.298,55.298,59.404,3,120000
rand,30,0.2,5,1,2,10,5,0,44.995,44.995,55.143,3,80000
rand,30,0.2,10,1,2,5,3,0,7.3946,7.3946,15.527,3,80000
rand,30,0.2,10,1,2,5,5,0,6.9642,6.9642,12.091,3,80000
rand,30,0.2,10,1,2,10,3,0,9.1646,9.1646,27.206,3,80000
rand,30,0.2,10,1,2,10,5,0,8.6222,8.6222,13.125,3,80000
rand,30,0.2,20,1,2,5,3,0,5.9418,5.9418,23.439,3,80000
rand,30,0.2,20,1,2,5,5,0,7.7358,7.7358,23.777,3,80000
rand,30,0.2,20,1,2,10,3,0,7.3462,7.3462,23.429,3,80000
rand,30,0.2,20,1,2,10,5,0,10.923,10.923,23.786,3,80000
rand,30,0.5,5,1,2,5,3,0,26.616,26.616,31.177,3,80000
rand,30,0.5,5,1,2,5,5,0,16.17,16.17,26.502,3,80000
rand,30,0.5,5,1,2,10,3,0,46.268,46.268,53.399,3,80000
rand,30,0.5,5,1,2,10,5,0,28.791,28.791,45.954,3,80000
rand,30,0.5,10,1,2,5,3,0,6.2069,6.2069,12.42,3,80000
rand,30,0.5,10,1,2,5,5,0,5.7665,5.7665,18.787,3,80000
rand,30,0.5,10,1,2,10,3,0,7.4162,7.4162,20.781,3,80000
rand,30,0.5,10,1,2,10,5,0,6.8791,6.8791,18.905,3,80000
rand,30,0.5,20,1,2,5,3,0,5.432,5.432,27.825,3,80000
rand,30,0.5,20,1,2,5,5,0,6.1637,6.1637,28.183,3,80000
rand,30,0.5,20,1,2,10,3,0,5.6632,5.6632,27.813,3,80000
rand,30,0.5,20,1,2,10,5,0,8.334,8.334,28.173,3,80000
